, AQI Value,PBLH (m),CO (ppm),O3 (ppm),PM 2.5 (ug/m3),PM 10 (ug/m3),SO2 (ppb),NO2 (ppb),Te0perture (C),Dew Point Te0p (C),Relative Hu0idity (%)
2013-06-14,-1.0,1875.8792,5.0,41.0,54.0,9.0,0.8,28.0,21.425,11.75,55.973571428571425
2013-06-15,0.0,2108.2407,5.0,51.0,63.0,13.0,1.9,42.0,24.508333333333336,11.975,46.62041666666667
2013-06-16,0.0,1884.4675,8.0,44.0,58.0,14.0,1.1,40.0,25.33703703703704,16.44074074074074,59.105185185185185
2013-06-17,0.0,1793.7601,5.0,54.0,63.0,20.0,0.9,20.0,26.510714285714283,19.682142857142857,66.56892857142857
2013-06-18,0.0,432.6725,6.0,29.0,48.0,18.0,4.2,61.0,23.711111111111112,20.333333333333332,81.58527777777778
2013-06-19,-1.0,1137.9209,5.0,44.0,43.0,17.0,1.8,34.0,21.978571428571428,16.264285714285712,70.75
2013-06-20,0.0,1622.047,5.0,51.0,57.0,18.0,1.7,28.0,22.3,15.525925925925925,67.23481481481481
2013-06-21,0.0,1400.6064,5.0,77.0,30.0,16.0,1.2,28.0,23.058333333333334,11.479166666666666,49.865
2013-06-22,-1.0,1619.6084,3.0,48.0,29.0,17.0,1.1,12.0,24.620833333333334,17.704166666666666,67.05208333333333
2013-06-23,-1.0,1081.3547,2.0,36.0,51.0,23.0,0.8,11.0,24.488235294117647,19.95294117647059,76.41382352941177
2013-06-24,0.0,1988.1633,5.0,74.0,55.0,14.0,1.1,19.0,26.585714285714285,21.735714285714288,75.65821428571428
2013-06-25,0.0,1864.9053,5.0,58.0,49.0,9.0,1.1,23.0,27.708333333333332,20.254166666666666,66.31375
2013-06-26,0.0,1740.3218,5.0,84.0,49.0,8.0,0.4,24.0,27.62258064516129,20.241935483870968,64.72322580645161
2013-06-27,-1.0,842.5256,5.0,31.0,40.0,8.0,0.6,14.0,24.616,21.084,81.1422
2013-06-28,-1.0,1537.4893,5.0,43.0,42.0,11.0,0.3,20.0,24.520408163265305,20.46530612244898,78.92571428571429
2013-06-29,0.0,1916.064,3.0,71.0,55.0,19.0,0.9,18.0,25.35925925925926,19.048148148148147,71.28518518518518
2013-06-30,0.0,1023.62225,2.0,37.0,25.0,18.0,1.2,9.0,26.45263157894737,22.349999999999998,78.61473684210527
2013-07-01,-1.0,979.6734,2.0,27.0,34.0,15.0,0.5,9.0,25.404878048780485,21.973170731707317,81.63073170731708
2013-07-02,-1.0,707.7103,2.0,24.0,37.0,17.0,0.7,8.0,25.909302325581393,22.23953488372093,80.28279069767441
2013-07-03,-1.0,1164.6401,3.0,23.0,66.0,18.0,0.9,8.0,25.8025641025641,22.06923076923077,80.45974358974358
2013-07-04,0.0,1337.3605,3.0,19.0,45.0,18.0,3.0,7.0,26.82857142857143,22.3,77.21119047619047
2013-07-05,-1.0,1591.8289,3.0,23.0,38.0,15.0,1.0,6.0,28.00625,22.03125,70.7396875
2013-07-06,-1.0,1527.7346,2.0,30.0,31.0,19.0,1.0,7.0,29.104166666666668,22.575,69.01416666666667
2013-07-07,-1.0,1466.185,2.0,27.0,40.0,17.0,0.8,12.0,28.55,21.389285714285712,65.8025
2013-07-08,-1.0,1688.1558,2.0,46.0,62.0,19.0,0.0,11.0,25.980645161290322,19.870967741935484,70.72451612903225
2013-07-09,0.0,1341.9197,5.0,43.0,55.0,14.0,2.3,24.0,26.92413793103448,21.03793103448276,70.61689655172414
2013-07-10,0.0,926.92426,9.0,42.0,46.0,14.0,1.3,13.0,27.78518518518519,23.133333333333333,76.19777777777779
2013-07-11,0.0,1350.0309,13.0,51.0,52.0,17.0,1.1,12.0,25.640540540540538,21.135135135135137,77.42513513513514
2013-07-12,0.0,599.0311,11.0,28.0,40.0,16.0,0.8,18.0,22.87391304347826,19.6,81.96608695652174
2013-07-13,-1.0,917.96484,10.0,41.0,45.0,20.0,0.0,14.0,24.7275,20.4375,77.51075
2013-07-14,-1.0,1413.648,9.0,20.0,55.0,31.0,1.1,10.0,27.417857142857144,22.707142857142856,76.75821428571429
2013-07-15,0.0,1794.6084,8.0,51.0,63.0,20.0,1.5,12.0,29.34166666666667,21.787499999999998,65.84791666666666
2013-07-16,0.0,2050.7732,9.0,74.0,68.0,26.0,1.6,24.0,31.379166666666666,21.041666666666668,55.31666666666666
2013-07-17,0.0,2169.154,9.0,97.0,76.0,23.0,1.0,23.0,30.572,21.48,59.6088
2013-07-18,1.0,1611.073,9.0,101.0,80.0,21.0,1.3,20.0,30.796969696969697,23.94242424242424,67.62030303030302
2013-07-19,0.0,1832.8846,9.0,80.0,59.0,14.0,1.9,17.0,31.314814814814813,24.325925925925926,67.01
2013-07-20,0.0,1532.1349,9.0,44.0,50.0,14.0,0.4,8.0,30.484,22.468000000000004,63.412
2013-07-21,0.0,2081.6274,8.0,50.0,50.0,14.0,2.0,21.0,29.68125,20.9375,59.9453125
2013-07-22,0.0,1372.774,8.0,43.0,35.0,13.0,1.0,16.0,27.54,22.08,72.8412
2013-07-23,-1.0,1496.0321,10.0,44.0,42.0,16.0,0.7,27.0,27.242424242424242,20.82121212121212,69.67878787878789
2013-07-24,-1.0,1548.9403,10.0,43.0,31.0,15.0,1.0,17.0,26.976,18.02,58.4492
2013-07-25,-1.0,1556.3623,9.0,42.0,46.0,22.0,3.9,16.0,23.691304347826087,13.069565217391306,51.82695652173913
2013-07-26,0.0,2103.6284,10.0,67.0,58.0,15.0,3.3,17.0,24.084,15.372,59.8292
2013-07-27,0.0,1440.9503,9.0,44.0,57.0,20.0,1.0,11.0,24.967741935483872,18.76774193548387,69.60677419354839
2013-07-28,0.0,1320.2899,9.0,42.0,45.0,19.0,1.1,10.0,24.837931034482757,20.120689655172413,75.52172413793105
2013-07-29,-1.0,2531.2942,2.0,44.0,55.0,23.0,1.9,16.0,24.46666666666667,15.116666666666667,58.70916666666667
2013-07-30,0.0,1833.7859,6.0,61.0,66.0,22.0,1.7,28.0,24.570833333333336,12.975,49.49583333333334
2013-07-31,0.0,1511.4592,6.0,48.0,65.0,19.0,2.6,29.0,24.53076923076923,17.676923076923078,66.24384615384615
2013-08-01,0.0,1430.3475,6.0,34.0,55.0,32.0,0.8,13.0,23.125,20.33076923076923,84.59673076923076
2013-08-02,0.0,2247.403,6.0,50.0,57.0,30.0,0.8,19.0,25.724999999999998,17.879166666666666,64.41708333333334
2013-08-03,0.0,1225.0764,6.0,35.0,33.0,33.0,1.2,19.0,24.5125,17.837500000000002,66.96791666666667
2013-08-04,-1.0,2202.5,5.0,32.0,31.0,35.0,0.5,21.0,23.796,15.144,61.848
2013-08-05,-1.0,2196.8804,5.0,43.0,49.0,27.0,4.8,18.0,22.816666666666666,11.645833333333334,50.42291666666666
2013-08-06,-1.0,671.9258,5.0,29.0,56.0,14.0,0.0,20.0,22.03636363636364,17.36060606060606,75.42
2013-08-07,0.0,1315.6246,6.0,39.0,52.0,12.0,0.0,8.0,24.161290322580644,19.674193548387095,76.49387096774193
2013-08-08,0.0,1579.1584,6.0,35.0,53.0,12.0,0.0,8.0,26.962962962962962,21.85925925925926,73.97962962962963
2013-08-09,0.0,1757.8695,6.0,37.0,47.0,6.0,0.0,10.0,29.411538461538463,22.253846153846155,67.19384615384615
2013-08-10,-1.0,1157.0061,6.0,48.0,54.0,14.0,0.0,20.0,27.34583333333333,18.754166666666666,60.140833333333326
2013-08-11,0.0,1425.1521,6.0,47.0,65.0,13.0,0.0,14.0,25.958333333333332,19.275,67.40125
2013-08-12,0.0,2090.2158,7.0,64.0,56.0,12.0,0.0,22.0,27.338461538461537,19.253846153846155,63.88884615384615
2013-08-13,0.0,1473.7131,7.0,42.0,22.0,15.0,0.0,16.0,27.148275862068964,20.71034482758621,68.87103448275862
2013-08-14,-1.0,1983.5511,6.0,30.0,24.0,15.0,0.0,10.0,22.27,13.173333333333334,58.616
2013-08-15,-1.0,2156.4836,7.0,44.0,41.0,20.0,0.5,22.0,21.224999999999998,9.362499999999999,49.24541666666667
2013-08-16,0.0,1987.8452,7.0,61.0,49.0,19.0,0.5,40.0,22.05217391304348,12.104347826086956,55.26869565217392
2013-08-17,0.0,1679.0374,9.0,67.0,43.0,22.0,0.6,34.0,22.462500000000002,13.604166666666666,59.44833333333333
2013-08-18,-1.0,592.66943,6.0,42.0,43.0,23.0,0.1,17.0,21.804166666666664,15.858333333333334,69.56541666666666
2013-08-19,-1.0,895.6459,7.0,31.0,51.0,16.0,0.5,23.0,21.18,16.916,76.8308
2013-08-20,0.0,1699.872,9.0,61.0,55.0,6.0,3.6,15.0,24.43,18.66,71.56033333333333
2013-08-21,0.0,1516.2306,7.0,44.0,37.0,6.0,2.0,18.0,26.364,21.396,75.4024
2013-08-22,-1.0,1821.8047,8.0,48.0,55.0,6.0,0.8,13.0,26.066666666666666,20.421212121212122,73.7960606060606
2013-08-23,0.0,913.77673,8.0,28.0,34.0,6.0,0.9,28.0,24.622962962962966,17.706666666666667,65.82851851851852
2013-08-24,-1.0,2268.5027,8.0,44.0,33.0,12.0,0.9,22.0,22.9375,14.112499999999999,60.15416666666667
2013-08-25,0.0,1870.7368,7.0,54.0,41.0,14.0,1.0,16.0,23.358333333333334,14.458333333333334,60.48375000000001
2013-08-26,-1.0,1816.6093,7.0,47.0,75.0,14.0,0.0,13.0,24.070833333333336,14.1875,56.36625
2013-08-27,0.0,1880.1204,7.0,71.0,58.0,19.0,0.0,21.0,27.4,18.251851851851853,58.74296296296296
2013-08-28,0.0,431.02905,6.0,31.0,60.0,22.0,1.0,18.0,26.375,20.80625,71.8921875
2013-08-29,0.0,1360.3157,7.0,77.0,52.0,21.0,1.9,23.0,25.125,20.943181818181817,78.87613636363636
2013-08-30,0.0,1553.6586,6.0,58.0,51.0,12.0,1.5,16.0,25.560606060606062,19.681818181818183,71.0139393939394
2013-08-31,0.0,1649.8795,5.0,47.0,45.0,14.0,0.9,8.0,27.176,20.428,67.8768
2013-09-01,0.0,1752.7802,5.0,58.0,41.0,19.0,1.1,11.0,27.40416666666667,20.2375,66.62041666666667
2013-09-02,-1.0,1856.3169,5.0,46.0,40.0,19.0,0.4,9.0,27.57037037037037,21.01111111111111,69.25740740740741
2013-09-03,-1.0,1918.8207,5.0,46.0,37.0,18.0,3.2,17.0,27.3125,17.433333333333334,57.83833333333334
2013-09-04,-1.0,1770.8579,5.0,46.0,42.0,20.0,1.8,25.0,23.7,11.233333333333333,46.68416666666667
2013-09-05,-1.0,2124.622,6.0,48.0,23.0,20.0,2.8,31.0,24.86923076923077,13.673076923076923,51.316538461538464
2013-09-06,-1.0,2054.166,6.0,44.0,44.0,30.0,0.9,32.0,21.184,8.012,43.8088
2013-09-07,-1.0,1933.0815,8.0,49.0,54.0,27.0,1.1,31.0,21.7625,13.058333333333332,58.535
2013-09-08,0.0,1813.2694,5.0,67.0,24.0,24.0,2.0,11.0,25.395833333333332,16.554166666666667,60.46083333333333
2013-09-09,-1.0,1191.9424,5.0,34.0,72.0,24.0,1.4,18.0,23.072,13.244000000000002,54.028
2013-09-10,0.0,1656.2942,7.0,84.0,75.0,11.0,0.9,16.0,25.272340425531915,20.2,74.30765957446809
2013-09-11,0.0,1844.0176,8.0,61.0,67.0,11.0,1.4,26.0,28.90416666666667,22.241666666666664,69.17583333333333
2013-09-12,0.0,1832.1425,9.0,47.0,40.0,11.0,0.9,26.0,27.01764705882353,20.870588235294118,70.68588235294118
2013-09-13,-1.0,2302.6438,9.0,31.0,20.0,10.0,0.7,15.0,23.296296296296298,15.214814814814815,63.60037037037037
2013-09-14,-1.0,1789.2539,9.0,27.0,38.0,14.0,0.0,26.0,18.120833333333334,7.154166666666666,49.706250000000004
2013-09-15,-1.0,1599.3569,11.0,40.0,46.0,4.0,0.4,24.0,18.8625,9.2125,55.13999999999999
2013-09-16,-1.0,1764.3372,10.0,34.0,20.0,4.0,0.5,32.0,20.055172413793105,13.793103448275861,68.11448275862068
2013-09-17,-1.0,1374.9476,10.0,30.0,26.0,7.0,0.9,40.0,17.284000000000002,7.068,53.382799999999996
2013-09-18,-1.0,1438.7238,13.0,37.0,35.0,3.0,0.2,27.0,16.837500000000002,7.4375,56.76666666666667
2013-09-19,-1.0,1582.9225,8.0,44.0,46.0,12.0,2.1,28.0,19.375,11.720833333333333,62.85874999999999
2013-09-20,-1.0,1474.1903,6.0,46.0,42.0,18.0,0.7,31.0,21.162499999999998,13.770833333333334,64.03916666666667
2013-09-21,-1.0,1342.5029,6.0,36.0,22.0,22.0,0.6,16.0,21.158823529411762,16.258823529411764,74.31529411764707
2013-09-22,-1.0,1797.5242,6.0,28.0,22.0,22.0,0.0,12.0,19.845454545454544,14.254545454545454,73.14
2013-09-23,-1.0,1474.5083,7.0,31.0,29.0,18.0,0.1,20.0,16.679166666666667,6.591666666666666,52.28125
2013-09-24,-1.0,1080.5596,9.0,34.0,39.0,19.0,0.8,39.0,16.5625,7.029166666666666,55.906666666666666
2013-09-25,-1.0,1203.9767,11.0,33.0,52.0,20.0,1.7,41.0,17.891666666666666,7.5625,55.115
2013-09-26,0.0,1622.5771,11.0,43.0,45.0,14.0,6.9,54.0,19.266666666666666,11.291666666666666,61.990833333333335
2013-09-27,-1.0,1221.3654,11.0,35.0,31.0,18.0,1.1,42.0,19.060714285714287,12.728571428571428,67.72892857142857
2013-09-28,-1.0,1357.93,8.0,31.0,33.0,17.0,1.5,34.0,18.772000000000002,11.655999999999999,64.1684
2013-09-29,-1.0,1763.754,9.0,34.0,36.0,20.0,0.8,37.0,18.304000000000002,11.748,67.30279999999999
2013-09-30,-1.0,1877.3105,10.0,39.0,52.0,9.0,1.7,35.0,18.708333333333332,11.362499999999999,63.99875
2013-10-01,0.0,2212.0425,7.0,42.0,51.0,20.0,1.1,37.0,21.224999999999998,13.141666666666667,62.454583333333325
2013-10-02,0.0,1805.1582,8.0,45.0,62.0,15.0,5.0,34.0,23.587500000000002,14.975000000000001,61.81791666666666
2013-10-03,0.0,1507.1652,8.0,41.0,67.0,10.0,2.1,27.0,23.333333333333332,16.533333333333335,67.27625
2013-10-04,0.0,1875.4551,10.0,41.0,63.0,9.0,2.3,50.0,24.432,17.604,68.42599999999999
2013-10-05,0.0,1916.7532,10.0,58.0,67.0,9.0,1.8,37.0,25.479166666666668,18.691666666666666,68.52083333333333
2013-10-06,0.0,1879.2721,6.0,44.0,28.0,10.0,1.1,21.0,25.441666666666666,18.704166666666666,67.69666666666667
2013-10-07,-1.0,1054.2644,5.0,23.0,25.0,11.0,0.0,20.0,20.73265306122449,17.56326530612245,82.41530612244898
2013-10-08,-1.0,1383.801,8.0,21.0,24.0,16.0,1.6,25.0,16.033333333333335,7.520833333333333,57.89041666666666
2013-10-09,-1.0,926.3411,9.0,16.0,13.0,19.0,0.5,23.0,15.592,9.068000000000001,65.352
2013-10-10,-1.0,623.36475,8.0,15.0,12.0,23.0,0.0,16.0,14.30408163265306,12.17142857142857,87.06204081632653
2013-10-11,-1.0,569.34326,9.0,18.0,26.0,29.0,1.4,15.0,16.767105263157895,15.143421052631581,90.1732894736842
2013-10-12,-1.0,710.89124,8.0,22.0,37.0,33.0,0.6,19.0,17.784507042253523,15.343661971830986,85.85521126760564
2013-10-13,-1.0,673.8342,7.0,23.0,38.0,31.0,1.7,17.0,17.39428571428571,14.554285714285715,83.69057142857143
2013-10-14,-1.0,1012.9664,9.0,30.0,43.0,30.0,1.1,28.0,16.906666666666666,11.87,73.07666666666667
2013-10-15,-1.0,911.60315,11.0,31.0,35.0,35.0,7.3,32.0,16.937037037037037,10.544444444444444,69.69888888888889
2013-10-16,-1.0,879.2114,9.0,25.0,47.0,13.0,0.6,25.0,18.855555555555554,14.538888888888888,76.28277777777777
2013-10-17,-1.0,1232.3923,8.0,29.0,34.0,12.0,0.8,23.0,19.8,16.352,81.3368
2013-10-18,-1.0,1459.6113,13.0,32.0,52.0,6.0,2.3,37.0,17.742307692307694,7.7846153846153845,53.43884615384616
2013-10-19,0.0,954.8628,17.0,30.0,23.0,11.0,1.8,29.0,14.996774193548386,10.22258064516129,73.62838709677419
2013-10-20,-1.0,1709.6796,11.0,32.0,43.0,22.0,1.6,31.0,14.903703703703703,4.018518518518518,49.84111111111111
2013-10-21,-1.0,1290.549,18.0,33.0,35.0,18.0,3.9,29.0,13.229166666666666,5.875,63.6975
2013-10-22,-1.0,1359.4674,9.0,19.0,31.0,17.0,0.5,26.0,14.508333333333333,8.141666666666667,66.41208333333334
2013-10-23,-1.0,1587.1636,9.0,22.0,23.0,20.0,2.4,25.0,11.916666666666666,2.0875,51.552083333333336
2013-10-24,-1.0,2153.8328,8.0,23.0,32.0,13.0,1.2,19.0,8.98375,-1.1158333333333332,50.622083333333336
2013-10-25,-1.0,1668.5935,9.0,23.0,33.0,10.0,1.5,15.0,8.479166666666666,-1.55,50.37416666666667
2013-10-26,-1.0,1337.9436,11.0,30.0,43.0,19.0,0.6,26.0,8.186666666666666,-1.72,51.65166666666667
2013-10-27,-1.0,1863.5798,13.0,29.0,56.0,16.0,1.5,31.0,12.1175,0.6620833333333334,46.536249999999995
2013-10-28,0.0,1318.6995,16.0,26.0,58.0,14.0,4.3,39.0,11.362499999999999,3.7458333333333336,61.39041666666666
2013-10-29,0.0,1252.9088,17.0,19.0,69.0,7.0,3.7,38.0,12.0625,4.708333333333333,63.15166666666667
2013-10-30,0.0,1008.30115,7.0,27.0,76.0,8.0,0.8,35.0,13.613888888888889,10.238888888888889,80.54555555555555
2013-10-31,0.0,1075.7883,7.0,31.0,35.0,9.0,1.6,21.0,16.004,12.98,82.6644
2013-11-01,-1.0,1544.2751,6.0,29.0,35.0,9.0,0.9,25.0,19.678125,15.246875,75.78125
2013-11-02,-1.0,1823.9252,7.0,32.0,13.0,27.0,1.9,28.0,16.607692307692307,9.53076923076923,65.43461538461538
2013-11-03,-1.0,2078.6587,5.0,29.0,29.0,40.0,0.3,25.0,11.890833333333333,0.9041666666666667,48.65375
2013-11-04,-1.0,1091.9045,14.0,20.0,38.0,32.0,4.2,32.0,6.1695652173913045,-5.57391304347826,43.27652173913044
2013-11-05,-1.0,984.3917,15.0,17.0,26.0,19.0,2.7,31.0,8.8,0.9115384615384615,58.09538461538462
2013-11-06,-1.0,990.3823,13.0,28.0,30.0,9.0,0.5,24.0,14.9,9.118518518518519,68.86777777777777
2013-11-07,-1.0,1462.9513,10.0,25.0,29.0,10.0,0.6,20.0,14.223684210526315,10.321052631578947,78.45578947368422
2013-11-08,-1.0,2232.612,11.0,29.0,44.0,6.0,0.9,26.0,8.565384615384614,-4.3307692307692305,40.78230769230769
2013-11-09,-1.0,1110.0354,22.0,31.0,35.0,12.0,1.9,28.0,7.125,-2.904166666666667,51.26166666666666
2013-11-10,-1.0,2209.9219,13.0,36.0,28.0,24.0,1.1,31.0,11.116666666666667,-1.1416666666666666,44.96541666666667
2013-11-11,-1.0,1546.7667,11.0,27.0,21.0,30.0,0.9,23.0,9.816,-2.1319999999999997,43.868
2013-11-12,-1.0,2188.7693,13.0,23.0,25.0,8.0,1.2,23.0,8.237499999999999,-3.4958333333333336,43.92458333333334
2013-11-13,-1.0,1675.6974,14.0,30.0,54.0,6.0,2.6,33.0,3.1875,-8.458333333333334,42.694583333333334
2013-11-14,0.0,528.84033,17.0,20.0,75.0,5.0,3.4,43.0,4.970833333333333,-5.579166666666667,48.18333333333334
2013-11-15,0.0,481.39258,22.0,19.0,84.0,6.0,5.3,54.0,7.416666666666667,-1.7208333333333332,53.965
2013-11-16,0.0,561.6561,9.0,20.0,57.0,12.0,0.8,32.0,10.384848484848485,7.333333333333333,82.47363636363637
2013-11-17,0.0,858.2178,7.0,25.0,21.0,14.0,0.4,18.0,13.002564102564103,10.923076923076923,87.47923076923077
2013-11-18,-1.0,2313.4058,7.0,38.0,27.0,4.0,0.9,29.0,16.659375,7.75625,63.8271875
2013-11-19,-1.0,1647.971,7.0,26.0,51.0,13.0,0.9,19.0,9.629166666666666,-3.920833333333333,38.68958333333333
2013-11-20,0.0,846.02454,8.0,27.0,48.0,19.0,0.7,34.0,5.458333333333333,-4.508333333333334,48.899166666666666
2013-11-21,-1.0,440.4126,11.0,7.0,55.0,18.0,2.2,33.0,5.704166666666667,-0.7083333333333334,63.834583333333335
2013-11-22,0.0,467.927,11.0,17.0,25.0,18.0,2.2,32.0,10.658620689655173,6.193103448275862,74.09793103448277
2013-11-23,-1.0,1766.4578,10.0,31.0,23.0,20.0,2.0,8.0,10.35,-0.20833333333333337,49.874583333333334
2013-11-24,-1.0,2443.5557,6.0,30.0,26.0,30.0,2.2,9.0,-0.02307692307692307,-13.319230769230769,36.88153846153846
2013-11-25,-1.0,1688.845,7.0,25.0,39.0,35.0,1.8,23.0,-1.2041666666666666,-13.775,38.19416666666667
2013-11-26,-1.0,527.9391,8.0,15.0,28.0,41.0,0.0,25.0,2.717142857142857,-3.9971428571428573,65.57571428571428
2013-11-27,-1.0,1481.7183,7.0,23.0,56.0,38.0,0.0,17.0,5.443181818181818,2.7613636363636362,83.23568181818182
2013-11-28,0.0,1781.4608,11.0,29.0,60.0,24.0,0.0,28.0,1.22,-9.851999999999999,43.8256
2013-11-29,0.0,1372.403,15.0,23.0,70.0,12.0,0.0,27.0,2.375,-6.545833333333333,53.25541666666666
2013-11-30,0.0,797.7286,10.0,20.0,81.0,9.0,0.0,28.0,1.176,-7.196000000000001,54.194799999999994
2013-12-01,0.0,411.4668,17.0,17.0,84.0,14.0,0.0,31.0,3.326923076923077,-3.0999999999999996,63.98307692307692
2013-12-02,0.0,471.16077,13.0,8.0,91.0,11.0,0.0,31.0,7.016666666666667,1.5541666666666665,68.36
2013-12-03,0.0,743.9721,14.0,15.0,86.0,13.0,3.8,37.0,8.5,2.128,64.7712
2013-12-04,0.0,514.26135,18.0,9.0,64.0,16.0,3.8,33.0,8.718518518518518,4.644444444444444,75.92370370370371
2013-12-05,0.0,764.0645,7.0,14.0,26.0,25.0,0.9,22.0,13.943333333333333,11.026666666666667,83.10366666666667
2013-12-06,-1.0,706.59705,7.0,22.0,44.0,20.0,0.1,13.0,12.657894736842104,10.757894736842106,88.22701754385965
2013-12-07,-1.0,1133.3617,5.0,28.0,50.0,20.0,9.9,14.0,5.116363636363636,1.2945454545454547,77.19690909090909
2013-12-08,0.0,667.3135,6.0,20.0,49.0,28.0,8.4,22.0,-0.3728813559322034,-4.1745762711864405,76.49915254237288
2013-12-09,-1.0,355.53674,7.0,8.0,55.0,19.0,1.7,24.0,1.1492063492063493,-0.6952380952380952,87.53650793650795
2013-12-10,0.0,1278.4617,7.0,25.0,50.0,8.0,2.0,30.0,1.6647058823529413,-0.6039215686274509,85.49372549019608
2013-12-11,0.0,961.2245,15.0,22.0,52.0,13.0,2.4,36.0,1.25,-6.516666666666667,57.04
2013-12-12,0.0,1361.588,18.0,27.0,55.0,34.0,5.7,35.0,-0.29583333333333334,-9.3375,51.82749999999999
2013-12-13,0.0,930.5822,15.0,27.0,55.0,22.0,3.4,39.0,1.1166666666666667,-9.958333333333334,44.73208333333333
2013-12-14,0.0,464.53406,18.0,13.0,45.0,21.0,2.9,37.0,3.2516129032258063,-1.7935483870967743,70.23645161290322
2013-12-15,-1.0,1359.4674,7.0,27.0,74.0,22.0,1.2,24.0,4.315555555555555,0.5022222222222222,78.28355555555557
2013-12-16,0.0,1173.2815,7.0,22.0,79.0,24.0,1.7,21.0,2.6374999999999997,-5.25,56.20916666666667
2013-12-17,0.0,382.57397,10.0,14.0,62.0,21.0,16.0,26.0,2.6533333333333333,-2.68,68.1
2013-12-18,0.0,1540.246,11.0,31.0,49.0,18.0,12.2,36.0,3.0214285714285714,-3.507142857142857,64.80464285714285
2013-12-19,-1.0,359.72485,19.0,25.0,48.0,6.0,3.7,37.0,5.029166666666667,-3.5708333333333333,56.565416666666664
2013-12-20,-1.0,526.1896,7.0,27.0,52.0,3.0,2.7,34.0,10.636,0.06399999999999999,48.308
2013-12-21,0.0,986.4592,7.0,32.0,20.0,9.0,1.4,17.0,14.983333333333334,8.15,64.14958333333333
2013-12-22,-1.0,1341.1245,6.0,26.0,28.0,9.0,0.5,14.0,18.76842105263158,14.784210526315789,78.095
2013-12-23,-1.0,1001.62134,7.0,23.0,39.0,11.0,1.8,16.0,15.745901639344263,13.331147540983608,85.88803278688525
2013-12-24,-1.0,2102.78,6.0,31.0,47.0,20.0,3.4,22.0,3.9444444444444446,-5.655555555555555,50.19222222222223
2013-12-25,-1.0,1631.9607,7.0,28.0,55.0,19.0,3.9,20.0,-2.3625000000000003,-13.004166666666668,44.237500000000004
2013-12-26,0.0,1360.8988,14.0,20.0,54.0,19.0,2.8,32.0,1.2249999999999999,-6.6499999999999995,57.58291666666667
2013-12-27,0.0,710.46716,19.0,22.0,47.0,6.0,5.2,63.0,3.404166666666667,-4.283333333333333,58.54416666666666
2013-12-28,-1.0,381.0896,11.0,23.0,26.0,7.0,1.9,36.0,5.141666666666667,-2.6833333333333336,58.849583333333335
2013-12-29,-1.0,645.4186,9.0,25.0,26.0,6.0,1.2,25.0,8.331578947368422,4.226315789473684,77.16078947368422
2013-12-30,-1.0,1120.5852,11.0,20.0,32.0,8.0,2.0,28.0,6.2,1.133333333333333,71.02166666666666
2013-12-31,-1.0,2146.2517,7.0,26.0,53.0,12.0,4.3,18.0,3.2,-6.316,50.5092
2014-01-01,0.0,573.96045,14.0,23.0,67.0,16.0,4.2,27.0,2.920833333333333,-5.995833333333334,52.327916666666674
2014-01-02,0.0,546.26965,16.0,17.0,31.0,23.0,8.3,28.0,2.830769230769231,-0.30512820512820515,80.10435897435897
2014-01-03,-1.0,1202.5731,10.0,34.0,45.0,10.0,6.3,32.0,-2.197777777777778,-7.235555555555556,70.30533333333332
2014-01-04,-1.0,798.5247,14.0,29.0,67.0,20.0,7.7,35.0,-4.216,-13.312000000000001,49.5424
2014-01-05,0.0,357.84875,14.0,14.0,33.0,22.0,1.6,25.0,2.525,-1.6975000000000002,74.83
2014-01-06,-1.0,1563.4344,11.0,33.0,55.0,8.0,2.8,22.0,5.76,2.5018181818181815,81.672
2014-01-07,0.0,1573.0316,9.0,31.0,66.0,9.0,2.6,21.0,-10.370833333333334,-23.712500000000002,32.85958333333333
2014-01-08,0.0,911.049,11.0,21.0,69.0,15.0,6.6,36.0,-6.383333333333333,-18.866666666666667,37.095
2014-01-09,0.0,753.4006,14.0,14.0,77.0,27.0,17.7,37.0,0.31153846153846154,-8.192307692307692,53.441538461538464
2014-01-10,0.0,188.22583,17.0,3.0,36.0,27.0,3.8,26.0,1.5588235294117647,-1.1431372549019607,83.58235294117647
2014-01-11,-1.0,842.63635,16.0,27.0,40.0,9.0,1.9,27.0,6.203703703703703,4.817283950617284,90.89876543209877
2014-01-12,-1.0,1424.7162,13.0,28.0,48.0,11.0,2.0,25.0,10.116,1.1960000000000002,55.286
2014-01-13,-1.0,730.81647,18.0,27.0,54.0,16.0,0.0,33.0,6.408333333333334,0.3208333333333333,67.16166666666668
2014-01-14,0.0,707.8362,13.0,25.0,35.0,9.0,2.2,28.0,9.889999999999999,5.746666666666667,76.282
2014-01-15,-1.0,434.75787,13.0,26.0,42.0,12.0,0.8,25.0,5.803703703703703,3.6296296296296298,86.46814814814815
2014-01-16,-1.0,1093.0425,10.0,25.0,69.0,13.0,3.8,32.0,3.7481481481481485,-5.122222222222223,53.983333333333334
2014-01-17,0.0,734.0302,10.0,19.0,35.0,18.0,2.7,27.0,3.634782608695652,-3.3304347826086955,61.4595652173913
2014-01-18,-1.0,1511.2665,11.0,28.0,38.0,11.0,3.2,24.0,1.6700000000000002,-6.333333333333333,56.919333333333334
2014-01-19,-1.0,1804.5957,9.0,27.0,78.0,14.0,2.9,26.0,1.2125000000000001,-9.516666666666667,45.57
